Tibétain,Sanskrit,Anglais,Sens racine Français,Autres termes rencontrés,Definition,Ordre alpha tib
"ma ‘gags pa, 
mi ‘gags, 
‘gags med, 
‘gag pa med 
pa(r)",,,"anirodha, libre de tout blocage, illimité, non entravé, pas entravé, sans qu’il y ait 
d’interruptions, librement et sans cesse, sans aucun obstacle, sans cessation 
sans obstruction, inobstrué, incessant, sans cesse, ne pas supprimer (les objets qui se manifestent) ; sans limite, sans obstruction",,,
ma bcos lhan cig skyes pa,,,"sans productions et inné, (l’état) sans artifice en lequel nous naissons 
(l’état) sans fabrication en lequel nous naissons",,,
ma dag las snang,,,visions karmiques impures,,,
ma bu ‘phrad pa,,,rencontre entre la (claire lumière) mère et enfant retrouvailles mère-enfant,,,
ma bu sbyor ba,,,union de (la claire lumière) mère et (la claire lumière) enfant,,,
ma byas,,,incréé,,,
ma’i ‘od gsal,,,la claire lumière ‘mère’,,,
ma yin pa’i chos lugs,,,"système d’organisation des phénomènes qui n’existe pas en réalité, tradition philosophique inexistante en réalité",,,
ma g.yeng ba,,,"sans distraction, sans s’en distraire",,,
ma rig pa,,,"avidyâ, ignorance, non intelligence, 
inintelligence, nescience 
non reconnaissance de l’intelligence en soi, non reconnaissance de l’auto intelligence), absence d’intelligence immédiate",,,
,,,,,,
,,,,,,
,,,,,,
man ngag,,,"upadesha, instructions spéciales, instructions fondamentales, instructions thérapeutiques qui viennent en consolidation des instructions (elles sont très pratiques et importantes pour la contemplation) 
transmission directe, instruction orale secrète",,,
man ngag gi sde,,,"collection des Instructions spéciales 
catégorie des Transmissions directes, Série des Upadesha (une des trois séries de textes et d’enseignements du Dzogchen)",,,
mi ‘gul ba gsum,,,les trois immobilités (voir n289),,,
mi rnyed,,,"introuvable, non obtention 
ne pas obtenir, pas découvert",,,
"mi rtag pa la 
bsam pa",,,la considération de l’impermanence,,,
"mi rtog pa’i 
nyams",,,expérience de non pensée,,,
mi bsdu,,,ne pas concentrer (les pensées),,,
mi spro,,,"ne pas projeter, non diffusion, non prolifération (des pensées)",,,
"mi g.yo ba, 
ma g.yos, 
g.yos pa med pa, g.yo med",,,"acala, immobile 
qui ne bouge pas, sans vaciller (de), inébranlable ; non agité",,,
mi slob lam,,,"ashaiksha mârga, la voie au-delà de 
l’apprentissage",,,
mi shigs dvangs ma chen po,,,l’indestructible grande quintessence,,,
mig rgyang zhags chu’i sgron ma,,,la luminosité aquatique qui voit loin,,,
mig sgyu,,,mirage (signe de claire lumière),,,
"mig mtshams, 
= smin mtshams",,,"‘migtsam’, la zone entre les sourcils",,,
"mig gzigs stangs las mi ‘gul bas 
snang ba’i ‘phel ‘dzin",,,"immobile dans les regards des yeux, 
l’augmentation de la clarté de l’apparent s’appréhende",,,
"mu khyud can 
gyi thig le",,,tiglés à bordures,,,
,,,,,,
,,,,,,
,,,,,,
mu stegs rtag lta ba,,,"la vue éternaliste des hérétiques (ou hindouïstes, tîrthikas)",,,
mu stegs pa,,,"tîrthika, hérétiques 
(se réfère aux hindouïstes, litt. ‘ceux qui soutiennent des (vues) extrêmes’), extrémistes, non-bouddhistes",,,
mun khang,,,cellule obscure,,,
me khyer,,,lucioles (signe de claire lumière),,,
me ri ‘bar ba,,,(charnier de) la Montagne Flamboyante,,,
med pa,,,ineffabilité (au sens de brjod du med par),,,
"med pa gsal 
snang",,,(les) manifestations (sont) clairement apparentes et pourtant ineffables,,,
mos pa,,,"vivre (au sens d’expérimenter, ex. les trois portes comme les trois vajras)",,,
mos gus,,,"vénération-dévouement, vénération, dévotion (d’abandon dans l’inspiration), la dévotion (est respect et admiration)",,,
"myang ‘das, 
mya ngan ‘das 
pa, 
mya ngan las 
‘das pa",,,"nirvâna, passer au-delà de la souffrance, l’au-delà des peines",,,
dmigs skor,,,les méditations),,,
dmigs bcas,,,"focalisation avec objet (ou référence), fixation encadrée (par)",,,
"dmigs pa, 
der dmigs nas",,,"orientation 
visualisation, conception, imagination, cadre référentiel (ou de référence) ; 
(la récitation) est faite en les expériences (précédemment citées)",,,
"dmigs med, 
dmigs pa med pa, dmigs su med pa, mi dmigs pa, 
dmigs bsam bral ba, 
dmigs gtad chos med, 
dmigs gtad bral ba",,,"libre d’orientation 
fixation sans objet, sans le cadre de référence de, sans qu’aucun cadre de référence ne s’applique ; ne peut être pensé comme étant ; 
libre de tout (cadre de) référence ; 
sans aucun point de référence ; 
libre de tout cadre de référence",,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
smin grol,,,"qui fait mûrir et libère, transmissions et instructions 
(qui mènent notre continuité existentielle, ou continuum personnel, à) la maturation et la libération",,,
"smon lam, 
smon lam btab pa",,,"aspiration, souhaits, vœux, invocation 
d’aspiration, l’expression de ses souhaits ; l’action d’invocation, l’invocation de ses souhaits",,,
,,,,,,
TSA,,,,,,
tsit ta,,,(= skt citta) le cœur (physique),,,
tsit ta sha’i sgron ma,,,la luminosité du cœur de chair,,,
"btsal ba med pa, ma btsal",,,"qui ne nécessite pas d’être cherché (ou recherché) sans devoir être cherché, qu’il n’y a pas lieu de chercher",,,
rtsa,,,"nâdi, canal 
artère, veine",,,
rtsa ba,,,"mûla,source, racine, fondamental",,,
rtsa ba’i bla ma,,,"Lama racine, Lama source",,,
rtsa rlung,,,"nâdivâyu yoga, canaux et souffles, yoga des canaux et souffles",,,
rtsa rlung thig le,,,"les canaux, les souffles et les bindus, le corps, le souffle et l’esprit, nâdî, prâna (ou vâyu) et bindu, tsa-lung-tiglé",,,
"rtsa rlung thig 
le’i rnal ‘byor",,,"yogas des canaux, souffles et bindus, yoga des tsa-lung-tiglé",,,
rtsal,,,"exercices, le pouvoir, potentiel, potentialités, les œuvres 
énergie, énergie créatrice, expressions (de), énergie dynamique (de), dynamisme (de)",,,
rtsal snang,,,"les exercices des apparences, les apparences sont manifestations des potentialités (de l’esprit), les apparences se manifestent comme exercice de leurs potentialités, apparences issues de l’exercice des potentialités",,,
rtsal sbyang,,,développer ses potentialités,,,
,,,,,,
,,,,,,
,,,,,,
rtsal sbyong,,,"1. exercice (de la pratique) 
2. purification forcée",,,
rtsal rdzogs,,,"parachèvement des potentiels (de) 
perfection de l’énergie dynamique (de), perfection du dynamisme de",,,
rtsibs shar gyen ‘greng,,,des rais (quinticolores) dressés,,,
rtse gcig,,,"tikagrata, uniquement tout avec lui, tout à ça – sans s’en distraire, tout à ça, en un point, une seule chose à la fois, tout absorbé en un seul point, en unicité, ‘one point only’, 
‘onepointedness’, uniquement",,,
"rtsol sgrub, 
rtsol zhing sgrub pa",,,"chercher la réalisation, effort et accomplissement, rechercher et accomplir",,,
"rtsol med, 
mi rtsol, 
ma rtsol",,,"non contraint 
l’état sans effort, l’état libre d’effort, sans effort, sans qu’il n’y ait aucun effort à faire ; 
incréé ; 
non recherché, sans être cherché",,,
"rtsol med kyi 
bstan pa",,,l’enseignement de l’état non contraint,,,
"brtsis med, 
rtsis med, 
rtsis gdab med 
pa",,,"sans calcul, sans calcul ni intention",,,
brtson ‘grus,,,"vîrya, énergie, diligence 
courage, vaillance, vigueur",,,
brtson ‘grus can,,,les pratiquants diligents,,,
brtse ba,,,"amour, aimer",,,
,,,,,,
TSHA,,,,,,
tshang sprugs pa,,,complet en désordre,,,
tshad,,,"mesure, critère 
(quelque chose de) complet, évaluation, appréhender, la perfection de",,,
tshad med,,,"aprameya, sans mesure, incommensurable, illimité",,,
,,,,,,
,,,,,,
,,,,,,
tshad med bzhi,,,les quatre (pensées) incommensurables,,,
tshi chad pa,,,"tomber dans le désespoir, découragement",,,
tshig dbang,,,l’initiation du verbe (ou du mot),,,
tshul,,,"les circonstances 
méthode, manière, mode",,,
tshul khrims,,,"shîla, discipline, éthique 
bonne moralité, moralité",,,
tshogs gnyis,,,"double développement (de vertu et de gnose ou d’expérience première), les deux développements",,,
"tshogs drug, 
rnam shes tshogs drug",,,"les six domaines (de la conscience) 
les six aggrégats de la conscience, les six modes de (la) conscience",,,
tshogs lam,,,"sambhâra mârga, la voie du développement (des deux domaines) 
la voie de l’accumulation",,,
tshogs bsags,,,(les pratiques de) développement des domaines,,,
mtshang yod,,,être lourd de conséquences,,,
mtshan,,,"1. nom (hon.), titre 
2. caractéristiques",,,
mtshan bcas,,,"focalisation avec objet 
focalisation avec caractéristiques",,,
mtshan nyid,,,"lakshana, caractéristique même 
caractère définitif de, définition, caractéristique en soi, caractéristique propre",,,
mtshan nyid theg pa,,,"lakshanayâna, véhicule des caractéristiques (syn. sûtrayâna)",,,
mtshan ma,,,"nimitta, signe distinctif, caractéristique 
caractéristique conceptuelle, marque, attribut",,,
"mtshan mar 
‘dzin pa, 
mtshan ‘dzin",,,"saisie conceptuelle, réifier les caractéristiques des choses",,,
"mtshan med, 
mtshan ma med pa, 
mtshan nyid med pa, 
mtshan bral",,,"1. sans signe distinctif, absence de caractéristique propre, aconceptuel 
2. focalisation sans objet",,,
mtshams sbyor,,,"rejoindre, effectuer la jonction",,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
DZA,,,,,,
‘dzin pa,,,"grâhaka, saisie, saisir, appréhender, sujet (qui appréhende) 
concept, réifier, prendre, prendre pour, tenir à, percevoir comme sujet, percevoir",,,
"‘dzin med, 
‘dzin pas ma 
bcings",,,"l’état libre de saisie ; 
non emprisonné par la saisie 
non contraint (ou lié, attaché, piégé, retenu, attrapé, pris au piège, enchaîné, entravé, attrapé, pris dans les fers, pris dans les chaînes) de la saisie, libre de l’imbroglio avec la saisie",,,
rdzu ‘phrul,,,"riddhi, pouvoirs projectifs miracleux",,,
rdzun snang,,,"apparences mensongères, perceptions irréelles, perceptions illusoires",,,
"rdzogs chen, 
rdzogs pa chen po",,,"mahâsandhi, la Grande Perfection",,,
rdzogs chen sde gsum,,,les trois Collections de la grande perfection les trois Séries (ou Catégories) de la grande perfection,,,
rdzogs chen pa,,,un pratiquant de la grande perfection,,,
rdzogs pa,,,"parfait, complet 
plein, parachevé, terminé",,,
rdzogs rim,,,"sampannakrama, phase de perfection",,,
,,,,,,
WA,,,,,,
"wal le, 
wal le ba, 
wa le",,,"1. brillant et scintillant, dégagé, ardent et vibrant, vivide et vibrant, brillant et vivide 
2. soudain 
3. non concret",,,
,,,,,,
ZHA,,,,,,
zhar byung,,,"addendum, annexe",,,
zhal ‘chems,,,"dernières instructions, ultime testament, dernières paroles",,,
zhal sgom,,,instructions orales et pratique assise (ou contemplative),,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
zhal gdams,,,"instructions orales importantes, consignes et conseils (pour la pratique) 
recommandations importantes, directives de méditation, exhortations essentielles, 
enseignement oral, conseils",,,
zhal lung,,,"instructions orales 
enseignement (hon.), instructions du Lama",,,
zhi khro,,,(déités) paisibles et courroucées,,,
zhi ba,,,"1. shânti, paix, apaisement, se calmer 
paisible, pacification, calme, tranquillité, sérénité, quiétude, repos 
2. = nirvâna, paix ultime",,,
zhi gnas,,,"shamatha, shiné, rester tranquille, rester stable, dans un état de stabilité, l’esprit stable, au repos, calme mental 
calmer l’esprit, l’état de calme paisible, atteindre le calme pacifié (ou paisible)",,,
"zhi lhag dbyer 
med",,,"calme mental et vision pénétrante non deux (ou indissociables), shiné et lhagtong indissociables, voir comment c’est quand c’est calme et transparent",,,
"zhing, 
zhing khams",,,"domaine pur, champs (d’éveil), pur domaine",,,
zhugs,,,"entrer 
rentrer, participer",,,
zhe sdang,,,"aversion, agressivité, emportement haineux haine répulsion, animosité, inimitié, détestation, ressentiment",,,
zhen snang,,,(les illusions d’)apparences (adventices) procédant d’attachements,,,
zhen pa,,,"attachement, fixation, obsession 
devenir attaché, obsessif, se focaliser (ou fixer) sur, avoir de l’attirance pour",,,
gzhan ngo snang tshul,,,"le mode d’apparition en tant que perceptions extérieures (à soi) 
la façon dont les choses apparaissent comme autres ou externes",,,
,,,,,,
,,,,,,
,,,,,,
"gzhan du mi 
rnyed pa’i ye 
shes",,,"connaissance première qui ne s’obtient nulle part ailleurs qu’en soi 
gnose primordiale qui n’est pas trouvée autre part qu’en soi-même, expérience primordiale qui ne se trouve pas à l’extérieur",,,
gzhan rig,,,"conscient de l’autre 
conscient de l’altérité (cad les objets extérieurs)",,,
"gzhi, 
gzhi ma, 
gzhi mo, 
gzhi rtsa",,,"le fond 
la base, fondation, la base d’existence, la base existentielle, le fondement de l’existant ; 
la base fondamentale",,,
gzhi ji bzhin pa,,,le fond tel qu’il est,,,
gzhi nyid la grol ba,,,"libéré en le fond en soi, libéré en la base même libre en le fond lui-même",,,
"gzhi dang ngo 
‘phrad pa",,,être introduit à la base (ou au fond),,,
gzhi bde,,,"le fond heureux, la félicité de la base, le bienheureux fond d’existence",,,
"gzhi gnas ma’i 
‘od gsal",,,la claire lumière ‘mère’ qui demeure en la base (ou le fond),,,
"gzhi snang, 
gzhi snang chen po, 
gzhi dang gzhi 
snang ‘char tshul",,,"les apparences du fond, le fondement de l’être tel qu’il se manifeste ; 
(tous les phénomènes sont) la manifestation suprême de la base existentielle ; 
la base existentielle et son mode d’émergence en tant que phénomènes apparents",,,
"gzhi bral, 
gzhi med, 
gzhi med rtsa 
bral, 
gzhi rtsa med pa, gzhi rtsa dngos med",,,"sans fondement, sans fond, sans base, sans appui, 
sans fondement ni racine, qui n’a ni base ni source, 
qui n’a ni fondement ni substance",,,
gzhi dbyings,,,"le fond comme sphère (primordiale) 
la base est immensité, le domaine du fond, la base existentielle comme immensité",,,
gzhi’i ‘od gsal,,,la claire lumière fond,,,
,,,,,,
,,,,,,
,,,,,,
gzhi yi ngo bo,,,"essence du fond, l’essence qui est le fond",,,
gzhi rig,,,"l’intelligence du fond, l’intelligence au fond",,,
gzhi lam gyi ‘od gsal gnyis dbyer med,,,l’inséparabilité des deux claire lumières du fond et de la voie,,,
gzhi lam ‘bras bu,,,"base, voie et fruit",,,
gzhir gnas,,,"à demeure en la base, demeurer en le fond",,,
gzhir gnas kyi rig pa,,,intelligence immédiate qui demeure comme fond (ou en le fond),,,
"gzhir gnas kyi 
‘od gsal",,,la claire lumière qui demeure comme fond (ou en le fond),,,
gzhil,,,pression-soulagement,,,
gzhung lugs pa,,,"adepte de la tradition scripturaire, adepte du courant dominant (de l’enseignement du Bouddha) 
adepte du courant traditionnel (ou conventionnel, officiel)",,,
"gzhon nu bum 
sku",,,"le corps vase juvénile, l’omniprésent réceptacle de la nature éveillée en son éternelle fraîcheur juvénile",,,
"bzhag pa, 
gzhag pa",,,"1. demeurer, ‘ça reste à demeure’, reposer 2. jeter, laisser, 
3. confier quelque chose (à quelqu’un)",,,
"bzhi cha gsum 
bral",,,quatrième temps libre des trois autres,,,
,,,,,,
ZA,,,,,,
za zi,,,"(les apparences) nébuleuses, désorienté",,,
za ‘og ris,,,les dessins de brocards (multicolores),,,
zag pa med pa’i dbyings,,,"l’ouverture non souillée, l’immensité non polluée la sphère sans impureté (passionnelle, de la saisie de l’ego), la dimension immaculée (de l’esprit)",,,
"zag med, 
zag pa med pa",,,"non souillé 
non polluée, sans impureté (passionnelle)",,,
"zang ka, 
zang ka ma",,,"1. tel quel, nu, ce qui simplement est 
2. inobstrué",,,
"zang thal, 
zang ma thal",,,"sans entrave, ouverture transparente 
transparent, tout-pénétrant, pénétration directe,",,,
,,,,,,
,,,,,,
,,,,,,
"‘byung, 
zang thal le, 
zang nge thal le",,,"une vigilance pénétrante, totalement ouvert, transparence sans entrave, grand ouvert",,,
zang thal rjen pa,,,ouverture transparente et nue,,,
"zang thal rjen 
pa’i rig pa",,,"intelligence immédiate ouverte, transparente, nue et sans entrave 
ouverture transparente, nue et sans entrave de l’état d’intelligence en soi",,,
"zad pa’i chos 
nyid mthong ba",,,"voir la réalité (ou nature) en laquelle (les phénomènes) sont épuisés, voir la réalité de l’épuisement en soi 
voir la réalité en soi de l’épuisement (ou de la cessation) des phénomènes, voir la réalité de la résolution en soi des phénomènes",,,
zad sa,,,"le point d’épuisement 
le point de résolution, où (les phénomènes) sont résolus (ou dissous, épuisés)",,,
zab khrid,,,profonde transmission,,,
zin pa,,,"terminé, fini, accompli, fait",,,
zim bu,,,(les yeux) mi clos,,,
"zung ‘jug, 
zung du ‘jug pa",,,"yuganaddha, l’union 
unification, uni",,,
zur rgyan,,,éléments connexes,,,
zur la bltas,,,regarder (ou contempler) en coin,,,
gza’ gtad,,,"point de référence, orientation, concepts",,,
"gza’ gtad dang 
bral ba, 
gza’ gtad med pa",,,"libre de toutes conceptions, libre de tout point de référence, sans orientation",,,
"gzugs sku, 
gzugs kyi sku",,,"rûpakâya, corps formels",,,
gzugs su snang ba kun,,,tout ce qui apparaît formellement (ou comme formes),,,
gzung ba,,,"grâhya, objet, ce qui est appréhendé, percevoir comme objet",,,
gzung ‘dzin,,,"la saisie duelle 
sujet et objet, perception dualiste, esprit dualiste",,,
bzang ngan med pa,,,"sans bon ni mauvais 
sans mieux ni pire, aucun n’est mieux ou pire",,,
,,,,,,
,,,,,,
,,,,,,
bzod pa,,,"patience, tolérance, endurance",,,
zla ba,,,lumière lunaire (signe de claire lumière),,,
zlum khrigs,,,arrangement circulaire,,,
,,,,,,
‘A,,,,,,
‘ub chub,,,"plénitude, être pleinement englobé, tout résumé et parfait 
être pleinement compris, réuni ensemble dans la réalisation, tout inclus dans la plénitude totale",,,
‘og ‘gyu,,,"flux sous-jacent, courant sous-jacent 
courant souterrain, flot souterrain, fond mouvant",,,
‘og ‘gyu ‘khrul ‘byams,,,"courant souterrain du foisonnement d’illusions habituelles, affluence sous-jacente de la confusion habituelle (ou ordinaire) 
flot souterrain de la profusion ordinaire des illusions, abondant flux sous-jacent de pensées erronées habituelles, fond mouvant des illusions galopantes, courant sous-jacent des illusions endémiques",,,
‘og ‘gyu’i rnam rtog,,,"flux sous-jacent du penser duel, courant sous jacent des conceptions 
courant souterrain des pensées discursives, flot souterrain de pensées dualistes, fond mouvant du penser duel",,,
‘og min,,,"Akanishtha, le (domaine pur) Sans supérieur, le Plus haut",,,
‘od,,,la lumière,,,
"‘od khyim gyi 
sgron ma",,,la luminosité des sphères lumineuses,,,
‘od lnga’i snang ba,,,"l’apparence des cinq lumières, les apparences lumineuses quinticolores",,,
‘od gdang,,,éclat lumineux,,,
‘od lus,,,corps de lumière,,,
"‘od gsal, 
‘od gsal ba",,,"claire lumière 
clarté, présence lumineuse, lucidité totale (ou absolue)",,,
"‘od gsal gyi 
snang ba",,,les apparences de claire lumière,,,
,,,,,,
,,,,,,
,,,,,,
,,,manifestations de claire lumière,,,
"‘od gsal rgyun 
chad med pa’i 
klong du",,,en la sphère en laquelle la claire lumière n’a de cesse (ou est continue),,,
‘od gsal rdo rje snying po’i bstan pa,,,"l’enseignement de la claire lumière qui est l’essence du coeur adamantin 
la claire lumière, enseignement de la quintessence de l’indestructible coeur-esprit, la claire lumière, enseignement de la quintessence du coeur-esprit éternel",,,
‘od gsal ba’i ye shes,,,"l’expérience primordiale de claire lumière, la connaissance première (qu’est la) claire lumière, présence d’immédiateté de (ou dans) la claire lumière, intelligence immédiate claire et lumineuse",,,
‘od zer,,,rais de lumière (signe de claire lumière),,,
,,,,,,
YA,,,,,,
"yang dag par 
rdzogs pa’i sangs rgyas",,,la pure et parfaite réalisation de l’état de bouddha,,,
yang rtse,,,"le plus haut sommet, la cime des cimes",,,
yang rab,,,"individu de potentiel extrêmement élevé individu de la plus haute des capacités 
supérieures, individu de potentiel le plus remarquable (ou le plus grand, le plus éminent)",,,
"yang gsang thig le, 
yang gsang ba 
thig le",,,"le tiglé le plus secret 
l’essence la plus secrète, le point essentiel le plus secret",,,
"yangs pa, 
yangs pa chen po",,,"spacieux 
vaste et spacieux, large, ouvert, dégagé ; grande vastitude 
grande (étendue) vaste et spacieuse, grande ouverture dégagée",,,
yad yud,,,"(rester) de façon instable 
mouvement confus et vacillant, bref et instantané, inconstant, volage, changeant et capricieux",,,
,,,,,,
,,,,,,
,,,,,,
yan pa,,,vide et absent,,,
yab,,,"sire, père",,,
"yab yum, 
yab dang yum",,,"dame et sire, père/mère, (un yidam) accompagné, avec sa dame (voir n144)",,,
yi dam,,,"deva, devatâ, déité d’élection 
yidam, déité personnelle, déité tutélaire, sa déité de méditation",,,
yid,,,"manas, mental (conceptuel), esprit discursif esprit fonctionnel",,,
yid kyi rnam rtog,,,"manovijñâna, penser duel cogitateur, concepts mentaux (voir n100) 
conception mentale, pensées discursives produite par le mental, pensées dualistes de l’esprit discursif",,,
yid kyis ‘grogs pa,,,assimiler en un (certain) état d’esprit,,,
yid ches pa,,,croyance,,,
yid dpyad,,,"analyse mentale, examiné par l’intellect",,,
yid la byed pa,,,"1. l’attention, faire attention 
2. manasikâra, activité mentale, mentaliser, faire avec le mental, former des idées (à propos de)",,,
yid la mi byed pa,,,"1. inattention, ne pas prêter attention à 
2. sans activité mentale, sans mentalizer, sans faire avec le mental, sans former des idées (à propos de)",,,
yin lugs,,,"état d’existence naturel, mode d’être 
façon d’être, état",,,
yum,,,"dame, mère",,,
yul,,,"objets 
référence, domaine, envergure, être à la portée de",,,
yul rkyen,,,circonstances d’objets,,,
yul can,,,"sujet, celui qui perçoit",,,
yul dbang,,,impressions sensorielles,,,
"yul sems gnyis 
med",,,"objets et esprit non deux, sans qu’esprit et objets ne soient deux",,,
"yul sems bar, 
yul sems bar med",,,(dans) ‘l’intervalle’ entre les objets et l’esprit ; sans séparation entre les objets et l’esprit,,,
yul sems snang,,,tout ce qui apparaît (extérieurement ou,,,
,,,,,,
,,,,,,
,,,,,,
"ba kun, 
yul sems gang 
snang",,,"intérieurement :) objets ou esprit 
tout ce qui se manifeste que ce soit objets ou esprit",,,
ye grol,,,"libération primordiale, libre depuis l’origine, primordialement libre",,,
ye ji bzhin pa,,,"l’état primordial du simplement tel que c’est le prime état (du) tel quel, l’ainsité telle quelle depuis toute origine, l’ainsité primordiale",,,
"ye stong, 
ye nas stong pa, mkha’ bzhin ye stong, 
ye stong yongs 
stong",,,"vide depuis toute origine, primordialement vide vide intemporel, vide depuis toujours ; 
primordialement vide comme le ciel (ou l’espace) ; 
primordialement et totalement (ou complètement) vide",,,
"ye dag, 
ye nas dag pa",,,"pur depuis toute origine, primordialement pur pureté intemporelle",,,
ye nas,,,"depuis toute origine, primordialement 
intemporel, de toute éternité",,,
ye nas mnyam pa,,,"égal depuis toute origine, égalité primordiale égalité première, égalité intemporelle",,,
"ye nas sangs 
rgyas pa, 
ye sangs",,,"éveillé depuis toujours, éveillé depuis l’origine intemporellement éveillé, primordialement éveillé ; 
l’état à jamais éveillé",,,
ye nas lhun grub,,,"primordialement spontané, autosubsistence depuis toujours 
intemporellement et spontanément présent, primordialement et spontanément présent, intemporellement autosubsistant, autosubsistant depuis l’origine",,,
ye phyi mo,,,la grandmère primordiale,,,
"ye babs sor 
bzhag",,,le tel quel de l’avènement primordial,,,
ye med,,,"non existant depuis le tout début 
intemporellement inexistant, intemporellement absent, primordialement inexistant, non existant depuis l’origine",,,
,,,,,,
,,,,,,
,,,,,,
"ye rdzogs, 
ye nas rdzogs pa",,,"parfait à jamais, primordiale perfection 
perfection originelle, parfait depuis l’origine, parfait dès le début, intemporellement parfait, perfection intemporelle",,,
ye yod,,,"existant depuis le tout début 
intemporellement existant, intemporellement présent, primordialement existant, existant depuis l’origine",,,
ye gzhi,,,"le fond primordial, le fond premier 
la base immédiate, l’intemporelle base 
d’existence, le fondement intemporel de l’existence",,,
ye gzhi snying po byang chub kyi sems,,,"l’esprit d’éveil (bodhicitta) – ce cœur essentiel du fond primordial 
le cœur du fond intemporel (étant) le cœur-esprit éveillé, l’essence du fond primordial (étant) bodhicitta",,,
ye bzhin ma bcos,,,"sans fabrication tel que cela a toujours été sans artifices ab initio, non modifié tel que c’est depuis toujours",,,
ye zin chos,,,les phénomènes sont déjà tels qu’ils sont,,,
ye re,,,"ouvert et clair, ouvert et dégagé",,,
"ye shes, 
ye nas shes pa",,,"jñâna, cognition primordiale, intelligence première, prime expérience, expérience première (voir n100), présence d’instantanéité, gnose, expérience immédiate 
connaissance primordiale, présence 
d’immédiateté, connaissance hors du temps, connaissance (ou présence) intemporelle, intelligence immédiate",,,
ye shes kyi sku,,,"jñânakâya, corps d’expérience première corps d’intelligence immédiate, corps de cognition primordiale",,,
ye shes kyi snang ba,,,les apparences d’expérience immédiate,,,
ye shes kyi tshogs,,,"jñâna sambhâra, (développement du) domaine de l’expérience première 
développement (ou domaine) de connaissance primordiale",,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ye shes kyi rang rtsal du bskyong ba,,,"cultiver le potentiel inhérent de l’expérience primordiale 
préserver (ou continuer, maintenir) le potentiel en soi de l’, cultiver les potentialités inhérentes de la connaissance première",,,
ye shes kyi rlung,,,"jñâna vâyu, souffle(s) d’intelligence première, souffle(s) de gnose",,,
"ye shes lnga 
 kun rtog ye 
shes (=sor rtogs ye shes) 
 gsal ba’i ye 
shes 
 mnyam pa 
nyid kyi ye shes phrin las 
thogs med ye 
shes 
 rtog med ye shes",,,"les cinq intelligences premières : 
 - la prime expérience discernante, (= qui comprend en soi distinctement) 
 - la prime expérience de clarté 
 - la prime expérience de l’égalité 
 - la gnose qui œuvre sans entraves 
 - la prime expérience aconceptuelle",,,
"ye shes brjod 
bral",,,"inexprimable connaissance primordiale, expérience immédiate sans mots",,,
ye shes spyi,,,connaissance première générale (ou universelle),,,
ye shes bzhi,,,"les quatre gnoses, quatre types d’expériences primordiales (extérieure, intérieure, secrète et d’ainsité)",,,
ye shes zang thal,,,"expérience primordiale ouverte, transparente et sans entrave 
ouverture transparente et sans entrave de la prime intelligence",,,
"ye shes sems pa, ye shes sems dpa’",,,"jñânasattva, l’être de gnose première 
l’être d’intelligence immédiate (ou primordiale, première), l’être de prime intelligence",,,
yo langs,,,"état sans blocage ni interruption, nature libre et sans cesse 
état sans interruption ni blocage (du 
dharmakâya), état, nature, jeu",,,
"yongs grub,",,,"parinishpanna, parfaitement établi, nature",,,
,,,,,,
,,,,,,
,,,,,,
yongs su grub pa,,,"complètement établie, nature ultimement existente (des phénomènes) 
pleinement accompli, pleinement réalisé, pleinement avéré, totalement confirmé, incontestable",,,
"yongs rdzogs, 
yongs su rdzogs pa",,,"paripûrna, complètement parfait, parachèvement totalement complet, en intégralité, absolument complet",,,
yod pa,,,"(quelque chose qui) existe, exister 
être là",,,
yod med,,,"existence et non existence 
être ou ne pas être, être et non être",,,
g.yas g.yon zur mig,,,"le regard latéral en coin, à droite ou à gauche",,,
g.yeng ba,,,distraction,,,
,,,,,,
RA,,,,,,
"rag pa’i rnam 
rtog",,,"penser duel grossier 
concepts vulgaires, conception superficielle, pensées discursives les plus évidentes, pensées dualistes dites grossières",,,
rang,,,"en soi, auto, son, personnel 
naturel, inhérent",,,
rang gis rang rig pa,,,intelligence immédiate auto-connaissante,,,
"rang grol, 
rang gis rang 
grol",,,"l’auto-libération, libre en soi ; 
auto-libéré par soi(-même), auto-libéré en soi",,,
rang rgyas gdab pa,,,application du sceau naturel de,,,
"rang rgyud, 
rang gi rgyud",,,"sa propre continuité existentielle, son continuum personnel 
son propre courant de conscience, son propre courant d’existence",,,
rang rgyud gnyis ‘dzin gyi ‘ching ba las grol ba,,,"sa propre continuité existentielle libérée des chaînes de la saisie dualiste 
son continuum personnel libéré des entraves de la saisie duelle",,,
,,,,,,
,,,,,,
,,,,,,
"rang ngo, 
rang gi ngo bo",,,"en soi 
l’essence-même de, son essence-même est, sa propre condition, sa propre face, sa vraie nature, son propre visage, 
son essence en soi, son essence-même",,,
"rang ngo 
bskyang (ba)",,,"cultiver l’état d’en-soi 
continuer en l’état de sa vrai nature, cultiver l’essence-même de, préserver sa propre condition, maintenir (la vision de) sa propre face, cultiver sa vraie nature, préserver son propre visage, cultiver son essence en soi (ou son essence-même)",,,
